  space
! exclamation mark
! exclamation mark
# number sign
$ dollar sign
% percent sign
& ampersand
( left parenthesis
) right parenthesis
* asterisk
+ plus sign
, comma
- hyphen-minus
. full stop
/ solidus
0 digit zero
1 digit one
2 digit two
3 digit three
4 digit four
5 digit five
6 digit six
7 digit seven
8 digit eight
9 digit nine
: colon
; semicolon
< less-than sign
= equals sign
> greater-than sign
? question mark
@ commercial at
a latin capital letter a
b latin capital letter b
c latin capital letter c
d latin capital letter d
e latin capital letter e
f latin capital letter f
g latin capital letter g
h latin capital letter h
i latin capital letter i
j latin capital letter j
k latin capital letter k
l latin capital letter l
m latin capital letter m
n latin capital letter n
o latin capital letter o
p latin capital letter p
q latin capital letter q
r latin capital letter r
s latin capital letter s
t latin capital letter t
u latin capital letter u
v latin capital letter v
w latin capital letter w
x latin capital letter x
y latin capital letter y
z latin capital letter z
[ left square bracket
\ reverse solidus
] right square bracket
^ circumflex accent
_ low line
` grave accent
a latin small letter a
b latin small letter b
c latin small letter c
d latin small letter d
e latin small letter e
f latin small letter f
g latin small letter g
h latin small letter h
i latin small letter i
j latin small letter j
k latin small letter k
l latin small letter l
m latin small letter m
n latin small letter n
o latin small letter o
p latin small letter p
q latin small letter q
r latin small letter r
s latin small letter s
t latin small letter t
u latin small letter u
v latin small letter v
w latin small letter w
x latin small letter x
y latin small letter y
z latin small letter z
{ left curly bracket
| vertical line
} right curly bracket
~ tilde
  no-break space
¡ inverted exclamation mark
¢ cent sign
£ pound sign
¤ currency sign
¥ yen sign
¦ broken bar
§ section sign
¨ diaeresis
¬ not sign
¯ macron
° degree sign
± plus-minus sign
² superscript two
³ superscript three
´ acute accent
µ micro sign
¶ pilcrow sign
· middle dot
¹ superscript one
¼ vulgar fraction one quarter
½ vulgar fraction one half
¾ vulgar fraction three quarters
¿ inverted question mark
× multiplication sign
÷ division sign
ı latin small letter dotless i
ȷ latin small letter dotless j
ˆ modifier letter circumflex accent
ˇ caron
˘ breve
˙ dot above
˚ ring above
˜ small tilde
̀ combining grave accent
́ combining acute accent
̂ combining circumflex accent
̃ combining tilde
̄ combining macron
̅ combining overline
̆ combining breve
̇ combining dot above
̈ combining diaeresis
̊ combining ring above
̌ combining caron
̑ combining inverted breve
̣ combining dot below
̬ combining caron below
̭ combining circumflex accent below
̮ combining breve below
̯ combining inverted breve below
̰ combining tilde below
̱ combining macron below
̲ combining low line
̳ combining double low line
̸ combining long solidus overlay
̺ combining inverted bridge below
̿ combining double overline
͆ combining bridge above
Α greek capital letter alpha
Β greek capital letter beta
Γ greek capital letter gamma
Δ greek capital letter delta
Ε greek capital letter epsilon
Ζ greek capital letter zeta
Η greek capital letter eta
Θ greek capital letter theta
Ι greek capital letter iota
Κ greek capital letter kappa
Λ greek capital letter lamda
Μ greek capital letter mu
Ν greek capital letter nu
Ξ greek capital letter xi
Ο greek capital letter omicron
Π greek capital letter pi
Ρ greek capital letter rho
Σ greek capital letter sigma
Τ greek capital letter tau
Φ greek capital letter phi
Χ greek capital letter chi
Ψ greek capital letter psi
Ω greek capital letter omega
α greek small letter alpha
β greek small letter beta
γ greek small letter gamma
δ greek small letter delta
ε greek small letter epsilon
ζ greek small letter zeta
η greek small letter eta
θ greek small letter theta
ι greek small letter iota
κ greek small letter kappa
λ greek small letter lamda
μ greek small letter mu
ν greek small letter nu
ξ greek small letter xi
ο greek small letter omicron
π greek small letter pi
ρ greek small letter rho
σ greek small letter sigma
τ greek small letter tau
υ greek small letter upsilon
φ greek small letter phi
χ greek small letter chi
ψ greek small letter psi
ω greek small letter omega
ϐ greek beta symbol
ϑ greek theta symbol
ϒ greek upsilon with hook symbol
ϕ greek phi symbol
ϖ greek pi symbol
Ϙ greek letter archaic koppa
ϙ greek small letter archaic koppa
Ϛ greek letter stigma
ϛ greek small letter stigma
Ϝ greek letter digamma
ϝ greek small letter digamma
Ϡ greek letter sampi
ϡ greek small letter sampi
ϰ greek kappa symbol
ϱ greek rho symbol
ϴ greek capital theta symbol
ϵ greek lunate epsilon symbol
϶ greek reversed lunate epsilon symbol
Ш cyrillic capital letter sha
؆ arabic-indic cube root
؇ arabic-indic fourth root
؈ arabic ray
  en quad
  em quad
  en space
  em space
  three-per-em space
  four-per-em space
  six-per-em space
  figure space
  thin space
  hair space
​ zero width space
‐ hyphen
‒ figure dash
– en dash
— em dash
‖ double vertical line
† dagger
‡ double dagger
• bullet
… horizontal ellipsis
′ prime
″ double prime
‴ triple prime
‵ reversed prime
‶ reversed double prime
‷ reversed triple prime
※ reference mark
‼ double exclamation mark
⁀ character tie
⁄ fraction slash
⁎ low asterisk
⁏ reversed semicolon
⁐ close up
⁑ two asterisks aligned vertically
⁒ commercial minus sign
⁗ quadruple prime
  medium mathematical space
⁡ function application
⁢ invisible times
⁣ invisible separator
⁤ invisible plus
⁺ superscript plus sign
⁻ superscript minus
⁼ superscript equals sign
⁽ superscript left parenthesis
⁾ superscript right parenthesis
₊ subscript plus sign
₋ subscript minus
₌ subscript equals sign
₍ subscript left parenthesis
₎ subscript right parenthesis
⃐ combining left harpoon above
⃑ combining right harpoon above
⃒ combining long vertical line overlay
⃓ combining short vertical line overlay
⃔ combining anticlockwise arrow above
⃕ combining clockwise arrow above
⃖ combining left arrow above
⃗ combining right arrow above
⃘ combining ring overlay
⃙ combining clockwise ring overlay
⃚ combining anticlockwise ring overlay
⃛ combining three dots above
⃜ combining four dots above
⃝ combining enclosing circle
⃞ combining enclosing square
⃟ combining enclosing diamond
⃡ combining left right arrow above
⃤ combining enclosing upward pointing triangle
⃥ combining reverse solidus overlay
⃦ combining double vertical stroke overlay
⃧ combining annuity symbol
⃨ combining triple underdot
⃩ combining wide bridge above
